"time","B101","B103","B104","B107","B108","B109","B110","B111","B114","B115","B116","B117","B118","B119","B123","B124","B126","B129","B130","B131","B132","B135","B136","B138","B139","B141","B144","B145","B146","B147","B148","B149","B151","B152","B153","B155","B158","B159","B160","B165","B167","B170","B173","B177","B180","B181","B182","B184","B189","B196","B199","B200","B203","B302","B318","B320","B336","B362","B790","B002","B003","B006","B007","B008","B009","B010","B011","B012","B013","B014","B015","B017","B018","B020","B022","B024","B025","B026","B029","B030","B031","B032","B033","B035","B036","B038","B039","B040","B041","B045","B046","B047","B050","B051W","B051","B052","B054","B056","B057","B058","B059","B061","B064","B065","B066","B068","B071","B073","B074","B075","B076","B081","B084","B085","B086","B090","B091","B092","B093","B094","B095","B098","B099","B033B","B051D","B051F","B051F_C1","B051F_C2","B051F_C3","B060A","B061A","B080A","B172W","B195W"
"2018-02-01 00:00",55.92,378.19,195.79,26.1,41.69,36.37,43.32,120.74,67.49,25.19,2,80.25,42,47.6,44.62,37.72,586.21,651.36,74.91,134.49,185.94,226.07,169.65,688.74,116.52,23.13,389.05,50.8,1006.94,1044.23,0.09,103.46,166.89,7.62,309.72,40.68,15.11,86.99,1045.42,433.58,1312.51,245.99,620.16,46.48,526.01,1370.05,175.77,104.98,10000,11.93,71.97,2.96,22.83,17.61,10.45,18.59,25.98,14.74,553.25,99.71,64.34,87.36,18.51,2.7,25,66.6,24.25,65.15,27.3,33.47,198.25,965.11,171.28,42.74,56.5,40.82,5.06,1854.13,40.53,122.16,61,5.6,130.05,47.74,8.38,35.02,21.59,33.15,48.99,70.88,27.01,417.05,370.6,307.14,44.22,150.62,35.7,123,199.92,28.54,4,42,91.35,255.21,125.2,154.44,37,795.14,136.09,52.7,94.84,273.18,90.05,337.86,900.95,33.45,59.52,59.52,21.7,27.16,629.05,69.23,270.58,9.35,280.14,920.34,0,153,1,34.03,97.2,4,588.95,601.65
"2018-02-01 00:15",55.47,377.98,194.97,26.51,40.22,35.44,42.27,121.48,65.56,21.07,2,81.81,42,48.56,45.82,37.79,573.18,648.21,73.26,130.91,179.11,213.8,155.19,681.02,114.94,23.18,382.97,54.68,992.24,1044.09,0.09,100.31,172.9,5.36,312.94,37.23,14.95,86.74,1050.69,434.05,1295.8,241.94,602.16,46.03,517.83,1364.05,172.73,102.2,10000,12.12,72.01,2.99,19.49,17.79,10.16,18.04,25.67,13.16,556.34,99.19,64.75,89.71,18.75,2.71,24,64.96,23.93,65.17,28.17,33.44,195.76,945.46,160.11,37.16,54.9,38.76,4.95,1867.23,39.95,121.9,59.44,4.02,128.17,47.63,8.5,35.12,21.95,33.1,44.67,70.69,26.07,387.12,369.34,306.18,41.47,152.87,35.39,121,199.11,28.62,3.7,42.27,96.48,255.45,119.45,153.36,52,751.8,136.28,51.44,93.6,270.51,89.64,338.69,909.39,34.97,60.01,60.01,21.56,27.19,608.91,85.85,270.68,12.02,278.18,911.03,0,147,0,16.73,97.82,4,538.57,603.64
"2018-02-01 00:30",52.83,374.81,188.02,26.93,40.63,35.59,41.74,121.25,63.58,19.75,2,78.5,40,46.15,43.65,38.21,578.92,647.77,69.2,130.99,173.32,218.17,176.99,674.09,110.29,23.21,385.3,48.87,975.8,1037.65,0.09,93.28,167.72,2.6,317.81,38.27,14.9,90.21,1039.67,425.76,1295.69,242.03,625.15,46.95,518.86,1361.7,175.32,107.31,10000,13.23,72.07,3.01,16.48,18.19,12.34,17.59,23.86,12.31,544.52,98.74,66.1,82.49,18.78,2.71,25,64.59,24.81,65.49,27.83,32.91,194.79,954.85,167.7,42.58,57.05,35.59,4.89,1864.93,41.33,122.06,65.98,5.02,128.51,47.69,8.23,34.87,22.06,32.25,45.32,71.24,25.63,401.78,368.96,307.78,44.6,150.94,34.68,121,193.93,31.45,3.7,41.79,95.84,253.31,119.53,144.69,42,741.2,133.22,50.72,94.08,269.98,90.25,333.31,894.94,33.45,60.99,60.99,21.26,26.82,607.79,85.31,268.28,9.59,278.78,902.24,0,147,0,15.46,98.31,4,511.38,604.7
"2018-02-01 00:45",52.33,372.82,190.69,26.77,40.54,35.35,41.85,117.46,62.64,22.6,2,78.71,41,45.84,45.28,38.8,569.8,650.07,70.67,127.93,173.27,211.87,168.03,678.41,112.85,23.16,388.08,50.2,983.54,1037.28,0.08,96.21,178.98,5.53,306.09,36.68,14.45,86.5,1044.57,438.22,1295.44,240.37,617.13,54.1,495.72,1362,170.27,101.18,10000,12.09,71.74,3.02,19.41,15.93,10.03,17.45,23.46,15.27,552.19,97.43,67.64,84.28,18.98,2.72,25,63.31,24.6,66.14,26.97,32.04,185.51,944.02,166.52,38.33,54.43,37.21,4.93,1884.51,41.74,122.64,60.99,4.84,132.5,48.21,8.14,34.85,22.12,32.78,39.78,84.41,25.78,408.68,366.45,305.32,43.48,146.49,35.82,124,199.56,28.89,3.7,42.23,92.3,249.78,119.79,136.02,48,813.18,136.7,51.39,94.45,271.76,89.16,336.56,900.28,32.81,64.01,64.01,21.41,26.96,610.03,70.55,273.42,8.9,277.32,898.89,0,147,0,16.19,98.12,4,518.43,598.38
"2018-02-01 01:00",54.24,375.85,190.27,25.69,41.25,35.05,40.64,119.03,60.64,20.77,2,75.92,38,45.34,42.35,37.93,566.41,647.56,67.49,131.79,175.79,206.45,159.94,706.08,107.96,23.14,394.46,49.21,1001.09,1036.61,0.09,100.3,166.23,3.02,310.33,40.54,14.75,92.25,1038.78,429.61,1295.75,241.42,615.1,45.9,472.62,1364.74,171.64,106.34,10000,12.09,71.64,12.61,19.06,15.52,9.15,17.09,22.58,12.25,552.06,96.3,64.83,86.41,19.44,2.72,25,61.78,24.58,65.57,26.18,32.07,188.45,955.28,166.94,41.18,57.49,39.35,4.64,1746.66,40.47,122.22,60.57,5.65,127.12,48.33,8.28,35.39,21.9,33.69,43.78,77.42,25.97,445.98,368.16,303.36,40.59,141.89,37.59,122,199.84,28.39,3.5,41.67,90.23,243.84,136.31,140.4,52,730.28,136.36,51.24,92.2,271.37,86.35,338.76,891.74,31.47,63.79,63.79,21.16,28.36,608.55,61.55,270.22,8.9,277.36,898.07,0,147,0,15.06,97.48,4,505.28,598.03
"2018-02-01 01:15",54.9,374.42,183.57,25.14,39.75,35.36,39.65,119.45,61.43,23.76,2,74.69,41,47.69,46.23,37.42,567.83,644.05,67.19,130.73,164.22,211,179.95,692.58,95.29,23.17,390.58,50.89,981.71,1039.25,0.09,129.74,179.92,5.33,302.09,39.75,14.58,87.57,1016.69,424.67,1290.03,239.69,569.08,45.19,464.62,1357.5,169.53,108.14,10000,12.05,71.04,16.06,18.61,14.98,10.5,15.54,22.04,13.48,549.12,99.63,64.74,85.34,19.68,2.71,25,60.93,24.34,65.07,26.09,31.8,183.22,938.88,159.61,38.16,54.06,37.27,4.72,1865.86,40.02,122.05,59.88,4.77,114.87,48.97,8.36,35.01,22.32,33.28,42.19,71.02,27.33,395.27,368.28,302.36,41.13,138.37,35.42,120,196.87,30.03,3.5,41.74,87.5,245.23,127.22,139.98,40,650.69,137.86,58.42,91.28,269.52,85.8,335.6,904.15,31.89,61.47,61.47,20.78,27.17,609.18,59.68,269.27,8.62,277.36,899.59,0,148,0,16,98.97,4,513.42,600.42
"2018-02-01 01:30",50.76,373.17,182.36,25.39,39.23,35.23,39.15,118.2,61.12,20.74,2,73.03,37,47.48,43.27,39.72,560.37,646.92,64.94,128.78,157.04,201.44,164.07,664.38,94.53,23.22,379.41,46.91,999.18,1028.98,0.08,99.64,161.6,2.29,303.4,38.06,14.8,88.45,1016.96,429.47,1281.99,236.07,601.9,45.55,462.52,1353.9,170.13,103.92,10000,11.85,72.2,16.1,15.94,13.62,12.07,14.7,21.99,14.45,550.57,97.85,64.58,80.57,18.9,2.71,24,60.59,24.82,65.22,26.59,31.76,179.15,960.58,173.55,42.17,57.29,35.32,4.81,1855.26,39.57,122.5,59.14,4.94,112.12,49.15,8.46,34.96,22.17,32.8,48.5,70.82,27.19,397.11,368.76,303.65,41.23,135.95,36.48,123,194.91,28.49,3.6,42.09,89.57,245.47,132.24,143.17,37,434.14,139.02,50.44,90.68,270.06,84.77,335.1,897.41,31.22,59.33,59.33,20.44,25.18,607.67,82.11,269.14,8.63,277.65,896.47,0,148,1,13.31,99.62,4,496.3,598.65
"2018-02-01 01:45",50.77,373.21,187.46,24.89,39.05,34.88,38.82,118.02,58.45,21.38,2,69.25,37,45.98,45.05,37.53,566.44,644.45,63.78,129.68,157.09,208.19,164.84,698.67,97.57,23.11,377.16,48.26,970.26,1030.99,0.09,107.51,184.66,9.09,300.85,38.17,14.66,94.93,854.67,425.31,1286.88,237.45,618.31,53.18,467.3,1358,166.92,115.99,10000,12.18,71.3,16.43,22.04,12.47,10.78,14.18,20.91,11.25,552.24,96.97,64.5,81.55,18.46,2.72,24,58.56,23.82,65.34,25.21,30.52,181.32,959.37,158.23,38.14,54.62,36.2,4.87,1865.55,43.38,122.26,60.84,5.75,129.45,51.58,8.24,35.02,21.91,33.08,42.23,72.36,27.17,430.44,365.75,302.57,40.05,137.58,35.02,114,196.51,30.02,3.7,42.16,88.64,241.33,132.56,144.61,40,384.93,144.44,47.24,91.79,272.77,86.43,337.15,898.46,30.81,58.11,58.11,20.16,25.66,605.42,85.83,271.52,9.18,276.57,898.06,0,151,1,13.27,99.43,4,546.08,593.67
"2018-02-01 02:00",51.76,366.89,204.77,23.63,39.22,34.05,37.17,121.32,62.51,21.67,2,67.79,36,45.32,42.55,37.36,569.83,645.65,64.43,128.28,148.1,204.77,177.41,687.4,91.97,23.22,371.08,48.84,981.04,1031.5,0.08,97.21,168.03,5.69,300.23,41.85,14.63,87.29,855,426.03,1294.83,241.22,599.28,45.95,454.22,1348.32,169.28,95.63,10000,12.08,71.25,15.98,23.8,12.42,9.46,13.83,20.63,13.67,551.55,99.23,64.81,79.42,19.06,2.72,25,59.14,22.66,65.38,24.22,30.92,178.49,966.11,173.56,41.6,56.38,39.91,4.9,1862.41,40.95,122.44,60.89,4.57,126.72,47.16,8.1,34.81,21.83,33.01,44.49,82.67,26.76,421.59,368.47,305.04,44.66,133.26,30.8,121,191.62,30.98,3.9,41.93,82.78,232.49,143.09,134.71,43,389.74,135.11,48.6,88.33,270.57,87.39,335.31,892.51,30.73,61.62,61.62,20.62,24.99,606.81,80,268.98,7.62,278.04,897.53,0,148,0,14.18,99.37,4,534.25,597.79
"2018-02-01 02:15",53.93,367.95,208.28,23.31,38.41,32.6,36.45,117.56,61.72,19.47,2,66.31,34,42.78,45.25,40.12,565.04,642.72,61.65,123.86,143.95,207.29,157.99,673.9,95.65,23.17,373.49,45,975.05,1024.5,0.09,100.36,174.68,4.36,292.88,36.44,14.47,93.55,849.62,422.87,1284.41,236.42,616.26,46.51,446.31,1347.55,168.83,116.16,10000,12.03,71.48,16.08,28.43,12.5,8.17,14.87,21.38,11.49,551.16,96.72,66.63,74.53,17.49,2.72,25,60.59,21.87,64.8,24.02,32.99,175.89,981.53,159.7,39.46,54.12,37.59,4.79,1819.99,39.46,122.41,59.16,5.72,129.33,48.43,8.33,35.01,22.1,31.34,40.84,72.73,26.88,412.3,365.72,305.04,40.97,124.42,31.48,121,201.47,28.64,3.9,42.65,78.37,229.71,131.5,140.01,47,456.13,133.96,47.44,89.49,267.75,86.68,335.61,891.96,30.29,60.93,60.93,20.25,24.4,605.66,63.73,269.07,7.69,277.04,895.71,0,145,0,13.25,99.48,4,526.6,596.68
"2018-02-01 02:30",49.66,371.56,209.14,22.59,37.34,32.49,36.07,118.48,56.4,21.72,2,64.16,34,39.49,41.13,40.95,577.96,641.43,60.07,118.98,145.13,222.52,175.12,702.32,96.52,23.25,377.51,50.77,980.32,1023.36,0.09,112.09,167.51,4.11,294.45,39.07,14.8,87.75,858.5,428.98,1269.28,233.86,554.24,53.05,433.51,1357.9,168.83,125.82,10000,12,71.31,16.2,25.3,12.33,8.51,15.11,19.96,12.44,553.05,96.96,67.45,74.35,17.05,2.71,24,57.18,20.82,57.06,24.3,29.29,169.18,978.7,174.58,39.92,56.54,35.55,5.08,1783.93,40.31,122.68,66.5,5.76,116.9,48.55,8.42,34.89,22.45,33.74,43.14,73.18,27.16,398.21,367.8,302.35,39.64,120.99,32.99,121,204.63,28.93,3.7,42.06,78.86,224.46,138.74,140.81,42,379.9,132.24,46.92,91.17,266.32,87.35,336.3,895.13,29.23,58.47,58.47,20.18,23.8,605.46,58.97,272.34,7.56,277.35,894.31,0,145,0,13.4,98.25,4,537.69,601.84
"2018-02-01 02:45",52.3,369.79,202.36,21.85,36.57,32.32,36.13,118.61,55.67,18.97,2,64.02,33,37.63,41.3,40.87,556.53,644.64,60.42,115.59,142.93,200.36,170.37,668.42,86.1,23.08,384.7,45.43,964.21,1022.5,0.09,105.03,184.22,3.81,288.3,39.07,14.64,93.8,864.11,419.23,1278.58,234.68,573.23,46.62,422.87,1360.8,168.58,99.49,10000,13.61,72.09,16.02,22.15,12.21,8.73,15.46,20.79,12.2,551.75,95.6,64.54,71.87,16.35,2.72,25,55.42,20.16,55.83,24.14,29.48,162.55,947.49,157.45,40.3,53.9,35.82,4.68,1877,43.59,122.81,60.77,4.67,104.72,48.08,8.36,34.88,22.26,34.17,41.91,72.46,27.54,416.99,364.81,301.19,40.22,120.65,34.18,119,203.82,29.97,3.7,41.98,77.47,225.08,135,150.25,40,385.05,134.81,45.97,91.01,267.07,87.38,335.99,891.19,28.22,56.07,56.07,19.45,23.36,607.22,62.38,269.56,7.87,277.19,897.23,0,148,0,14.15,99.61,4,535.43,593.01
"2018-02-01 03:00",51.43,364.72,205.39,21.51,35.9,31.67,35.4,118.02,61.97,21.62,2,63.01,33,38.5,42.3,39.95,565.04,638.93,63.48,118.06,141.25,207.65,154.86,660.75,87.72,23.21,380.55,48.25,962.38,1020.85,0.09,127.41,163.72,3.8,289.47,42.45,15.15,86.08,863.66,421.2,1276.64,233.9,634.21,48.46,412.04,1361.69,166.4,118.15,10000,12.14,72.19,15.99,21.77,12.04,9.2,15.95,22.84,11.18,546.89,94.46,63.79,72.02,16.87,2.72,24,52.52,20.71,55.78,23.31,27.2,153.22,951.16,175.93,40.18,55.53,39.16,4.74,1826.49,40.16,123.14,61.43,6.09,129.52,47.69,9.05,35.14,22.04,33.02,42.6,75.17,26.75,393.61,363.93,301.65,37.88,115.99,29.83,119,203.03,28.12,3.8,41.8,75.9,222.46,136.71,145.97,42,410.06,136.73,45.99,93.96,271.46,86.14,335.58,890.52,28.54,54.82,54.82,19.5,22.56,608.17,85.28,270.6,7.69,276.65,897.55,0,151,1,13.29,99.89,4,543.12,596.34
"2018-02-01 03:15",49.02,370.3,205.63,22.08,35.34,30.9,34.89,117.73,61.11,20.29,2,63.16,35,37.7,39.79,39,558.73,640.9,59.54,116.17,135.84,201.18,179.01,702.35,85.59,23.09,366.96,48.63,975.61,1028.09,0.08,102.32,178.39,4.68,285.67,38.57,14.98,89.68,846.21,420.27,1272,243.02,618.21,48.96,408.57,1350.82,167.17,115.72,10000,11.91,71.47,16.16,25.72,11.68,8.28,16.09,21.21,12.88,556.83,95.8,64.5,71.26,15.81,2.72,25,52.58,20.16,55.19,22.63,27.63,150.2,957.62,155.61,41.22,56.55,38.49,4.93,1836.89,40.84,122.4,58.97,5.38,128.23,49.13,8.76,35.19,21.64,32.71,42.35,78.94,26.7,433.48,364.15,301.1,40.1,113.85,32.91,118,199.2,29.03,3.8,41.72,73.79,221.58,143.19,153.13,40,441.36,138.94,48.26,88.12,267.68,86.43,337.92,889.94,28.09,54.11,54.11,18.89,22.44,605.27,85.88,269.3,7.97,276.1,899.59,0,150,1,13.58,99.66,4,542.81,591
"2018-02-01 03:30",51.75,367.39,200.81,21.37,35.58,30.69,34.9,118.47,62.27,19.33,2,61.7,33,37,41.98,38.93,557.98,645.69,58.67,113.26,136.94,201.68,168.27,686.78,99.81,23.04,364.14,48.59,964.58,1030.07,0.09,94.19,170.01,5.77,282.73,37.2,15.05,91.78,887.24,421.4,1269.79,237.97,594.2,53.81,404.95,1342.59,166.76,111.94,10000,12.11,71.04,16.18,24.88,11.85,8.99,15.3,21.47,11.62,551.53,93.98,64.47,68.07,15.44,2.72,24,51.61,19.04,54.81,22.3,26.7,152.48,945.42,179.3,38.21,54.2,36.11,4.93,1775.97,42.01,122.9,59.74,4.93,131.19,49,8.85,34.82,21.46,32.89,42.84,71.63,25.76,438.07,359.87,301.28,40,112.1,33.87,119,201.54,30.1,4.1,41.92,69.99,220.11,133.33,145.47,30,378.73,138.99,49.22,90.18,268.97,85.83,335.92,893.92,27.86,53.79,53.79,18.97,23.43,606.61,70.94,270.61,8.46,276.28,893.73,0,142,0,14.45,98.68,4,558.14,592.53
"2018-02-01 03:45",48.25,369.85,195.54,20.28,36,30.33,33.74,120.1,56.86,22.27,2,59.73,33,37.68,39,38.91,583.94,640.84,58.61,113.97,133.98,204.06,158.83,680.51,100.59,23.09,371.68,49.34,961.58,1036.98,0.09,102.43,182.68,4.37,288.37,40.77,15.09,87.33,889.97,423.57,1274.69,235.84,612.08,47.63,406.77,1358.65,166.28,117.36,10000,12.31,71.22,16.09,21.61,12.25,8.66,16.15,20.77,11.77,544.94,95.56,64.5,69.37,15.25,2.72,25,49.77,18.78,55.34,21.76,25.85,145.97,959.13,158.69,41.75,56.4,35.87,4.88,1819.94,41.08,123.19,65.55,5.86,131.76,48.16,8.41,35.58,21.58,33.33,44.59,71.72,26.55,450.56,364.9,300.81,40.37,110,35.7,116,197.07,29.32,3.7,41.5,69.95,218.55,137.57,140.81,40,400.63,136.93,46.87,91.93,267.23,84.49,335.64,892.63,27.56,49.25,49.25,18.73,23.57,606.92,60.14,269.79,7.99,275.81,886.71,0,142,0,13.41,99.22,4,562.06,599.82
"2018-02-01 04:00",46.71,368.02,197.95,20.08,35.6,29.85,33.84,121.45,56.01,18.95,2,58.64,32,35.14,40.92,38.88,559.45,642.27,58.46,114.21,134.57,198.65,181.29,684.01,92.61,23.01,367.98,47.19,939.02,1024.15,0.09,92.85,165.13,9.9,281.55,37.46,15.07,93.8,885.31,420.23,1272.39,246.3,574.29,48.55,403.03,1356.71,166.72,113.87,10000,12.33,71.77,16.5,18.86,12.05,9.87,15.81,21.55,12.4,560.17,97.27,68.4,66.45,15.14,2.72,25,48.62,18.34,54.88,22.66,25.1,145.58,970.5,171.75,38.6,53.91,38.29,7.37,1847.21,42.45,123.18,62.94,5.87,126.09,49.65,8.2,35.38,21.96,33.18,42.52,72.01,26.29,379.31,363.85,302.35,41.74,110.08,33.76,111,192.21,29.81,3.7,42.04,68.32,216.38,132.27,139.03,29,399.9,138.82,47.46,88.79,266.04,84.57,335.6,888.22,27.39,49.21,49.21,18.64,22.38,607.28,60.69,271.67,7.71,277.35,893.99,0,150,0,13.57,98.86,4,546.36,592.64
"2018-02-01 04:15",47.73,362.32,193.47,19.87,34.96,29.08,33.73,124.71,55.15,22.57,2,56.9,31,34.17,38.96,38.9,562.35,643.8,59.4,111.1,133.21,206.67,164.14,668.61,95.79,23.08,376.78,49.26,967.22,1025.87,0.08,93.25,177.15,4.13,284.7,40.86,14.97,88.45,886.39,424.05,1268.77,250.66,644.27,50.43,395.48,1355.14,162.93,97.79,10000,12.21,71.4,16.08,15.39,11.98,9.55,16.61,21.59,10.84,554.89,95.6,65.57,64.72,14.89,2.72,24,48.54,18.77,54.34,22.21,24.6,146.5,962.81,160.02,40.43,56.56,38.94,8.13,1820.4,40.94,122.85,60.35,7.83,127.25,49.04,8.21,34.97,22.05,31.93,43.34,85.27,26.97,444.51,362.72,302.07,38.79,106.4,32.13,111,186.85,29.67,3.6,42.33,67.53,215.95,136.91,140.79,46,393.83,136.46,47.67,92.71,267.01,85.15,334.05,887.15,26.9,51.05,51.05,18.55,22.55,606.95,81.97,272.97,7.95,277.07,892.54,0,144,0,14.51,99.65,4,560.5,593.87
"2018-02-01 04:30",49.73,360.26,200.23,19.63,34.98,28.57,34.24,119.05,58.73,19.66,2,56.49,31,34.58,40.32,39.96,554.62,641.79,57.42,109.51,133.98,199.07,162.38,675.29,95.85,23.09,373.15,44.99,955.41,1020.81,0.08,111.31,173.54,3.8,285.74,36.31,15.15,88.2,886.57,422.5,1272.16,247.76,620.26,47.82,395.51,1349.14,165.4,104.11,10000,12.13,71.26,16.13,19.8,11.76,9.36,14.94,20.77,11.73,554,96.18,64.54,66.4,15.56,2.72,24,49.43,18.85,56.19,21.72,25.12,143.6,960.9,174.67,39.38,54.09,36.48,8.5,1757.27,39.35,122.95,64.23,7.8,127.13,49.21,8.29,35.19,21.7,32.37,41.15,70.91,26.64,433.9,365.18,301.11,39.39,106.38,34.17,111,185.1,28.07,3.8,42.71,69.11,216.72,123.37,139.65,40,426.54,134.52,44.9,86.76,267.23,84.83,334.52,891.92,26.97,52.12,52.12,18.94,22.5,606.09,86.66,270.02,7.64,276.11,886.19,0,145,0,13.7,99.91,4,555.67,593.56
"2018-02-01 04:45",43.99,347.7,199.11,20.53,34.75,29.09,34.27,118.9,56.09,19.87,2,55.8,31,31.07,40.98,39.04,560.61,644.6,59.03,108.87,129.07,202.97,175.13,679.44,81.89,23.06,367.65,49.94,968.42,1022.75,0.09,125.95,173.73,4.79,288.43,38.58,13.75,93.88,888.81,425.51,1272.81,240.69,618.25,45.62,389.45,1345.04,164.44,106.61,10000,12.04,71,16.03,18.6,11.94,8.13,14.82,20.73,11.47,547.18,95.06,64.73,66.72,14.85,2.72,25,48.1,18.73,56.97,22.45,24.93,138.65,978.2,154.17,40.79,56.81,35.04,8.8,1785.57,40.13,122.49,60.72,6.41,126.17,49.09,8.34,35.03,21.72,31.7,46.94,69.79,26.98,411.47,367.9,301.03,40.86,102.77,29.11,112,186.12,28.86,3.8,41.65,67.72,215.03,133.85,138.27,40,393.34,134.63,45.34,91.95,263.61,83.96,339.42,894.06,26.79,52.14,52.14,18.53,23.22,607.59,76.24,271.22,7.56,277.03,880.97,0,145,1,13.6,99.72,4,528.78,595.1
"2018-02-01 05:00",45.28,345.65,194.84,20.82,34.63,29.01,34,117.93,55.67,20.66,2,54.71,32,32.89,38.48,38.83,560.24,641.35,55.58,107.42,127.31,203.04,159.37,666.16,98.37,23.09,366.81,46.6,946.15,1022.39,0.09,97.71,176.29,3.71,284.77,39.17,13.32,86.45,893.21,419.68,1265.62,245.61,607.24,55.66,387.76,1355.84,164.79,124.75,10000,11.92,72.01,16.01,15.27,11.41,8.77,15.26,21.93,12.19,552.65,95.13,64.76,64.27,15.69,2.72,24,48.71,18.13,61.38,22.05,24.74,140.32,945.75,173.86,39.73,54.58,37.43,8.78,1845.43,43.37,123.22,62.13,7.62,127.58,48.43,8.41,35.01,26.12,30.79,41.25,72.72,26.64,408.6,361.41,300.97,37.94,101.78,30.99,114,187.48,29.58,3.7,41.74,64.07,213.53,132.44,137.93,40,390.44,134.5,47.13,86.36,264.73,84.03,334.09,887.51,26.69,51.74,51.74,18.14,23.26,610.36,63.45,270.83,7.97,275.97,883.17,0,149,1,14.34,98.42,4,551.81,593.22
"2018-02-01 05:15",49.27,342.02,198.15,20.5,33.85,28.78,34.11,118.96,56.48,19.48,2,56.52,32,33.19,42.14,41.06,553.21,643.6,57.35,105.87,125.58,198,162.28,699.51,82.57,23.08,366.97,47.33,961.35,1019.99,0.09,102.99,169.56,3.7,287.54,39.75,14.92,95.33,898.91,422.2,1268.72,243.29,620.23,45.14,388.83,1355.05,164.41,94.07,10000,13.04,71.87,16.23,15.38,11.52,8.41,15.63,21.36,13.26,565.36,95.83,64.45,62.38,15.96,2.71,25,49.3,18.12,60.08,21.84,24.86,136.18,957.55,160.41,40.19,56.18,39.03,8.92,1823.29,39.55,123.21,59.52,6.14,125.25,47.88,8.14,34.88,22.29,30.9,44.8,84.75,25.81,442.8,360.3,301.54,42.38,101.98,30.05,112,187.97,30.76,6.1,43.18,61.99,212.51,132.19,139.2,46,368.42,134.84,53.86,90.24,267.72,84.19,333.62,886.52,27.12,51.93,51.93,17.88,21.7,603.67,60,273.63,7.46,276.54,883.33,0,147,0,13.57,97.99,4,582.22,595.97
"2018-02-01 05:30",44.35,336.36,195.38,20.07,34.17,27.93,33.06,119.99,58.09,22.02,2,53.39,31,31.79,38.77,39.52,561.96,641.79,53.11,106.08,124.29,206.57,174.41,690.11,82.89,23.24,364.08,51.54,962.88,1026.03,0.09,104.87,170.43,4.71,290.4,38.48,15.03,86.43,889.67,419.58,1268.36,242.92,620.23,46.66,383.82,1344.09,162.89,120.77,10000,11.97,71.47,15.96,19,11.4,9.87,15.6,21.6,11.01,559.67,94.69,65.53,64.14,15.36,2.71,25,48.39,17.97,57.2,21.84,25.4,137.73,932.84,172.81,40.08,55.68,37.07,9.11,1814.27,40.52,122.94,59.38,7.19,127.15,47.04,8.26,35.04,21.98,31.42,42.43,80.72,25.95,437.84,360.84,302.79,45.63,101.22,29.91,110,185.94,32.17,5.7,43.74,65.53,209.95,140.54,135.28,40,346.5,133.03,52.87,86.21,266.15,82.82,337.98,887.33,26.98,51.98,51.98,18.2,22.09,603.84,74.74,267.87,7.81,277.79,882.54,0,148,0,13.51,98.96,4,564.77,599.26
"2018-02-01 05:45",46.72,335.8,198.29,19.88,34.13,28.25,32.92,120.41,58.88,17.25,2,51.53,31,31.06,40.7,38.54,552.01,639.01,54.16,104.47,124.66,197.05,156.17,679.42,83.34,23.16,379.61,46.04,958.87,1023.64,0.08,95.45,176.97,6.7,279.49,38.34,14.92,84.65,875.23,419.3,1267.83,250.96,636.22,52.96,389.39,1346.29,164.82,108.21,10000,11.85,72.48,15.93,18.6,11.15,9.02,15,20.8,11.75,565.3,96.04,68.94,62.62,15.11,2.71,25,46.48,18.74,60.97,22.19,23.96,139.02,946.4,162.43,39.23,54.1,35.27,9.12,1800.64,40.13,122.24,59.66,6.85,131.59,47.52,8.18,34.82,21.68,30.66,45.28,71.31,25.71,404.06,359.11,300.98,41.84,101.48,33.09,112,189.77,32.32,5.8,43.93,64.44,209.89,134.47,127.79,40,341.23,134.82,44.28,86.37,266.94,83.24,335.63,890.99,27.33,48.66,48.66,18.32,21.8,605.57,86.58,272.96,7.93,275.98,878.65,0,142,0,14.65,99.12,4,543.21,603.4
"2018-02-01 06:00",47.95,334.72,204.98,19.13,33.93,28.89,32.59,121.37,55.91,21.13,2,50.13,30,31.42,39.28,38.93,558.25,642.65,56.03,104.96,123.83,202.67,166.82,683.61,98.24,23.02,370.23,50.37,973.59,1025.12,0.09,91.11,168.15,7.78,284.72,38.57,14.73,95.1,873.08,424.16,1266.9,247.5,616.22,46.22,385.64,1352.08,162.99,123.91,10000,11.84,71.35,16.73,15.41,11.19,8.33,15.51,35.56,12.49,568.31,94.66,64.26,60.03,15.3,2.7,24,46.21,18.17,61.31,21.93,23.95,134.88,933.64,170.05,41.27,56.93,36.39,9.02,1801.83,40.49,122.59,61.97,7.01,128.39,48.49,8.2,34.78,22.19,29.76,44.72,68.37,25.7,409.41,358.76,302.29,44.52,100.97,29.45,110,189.51,31.1,7.3,44.57,61.58,207.97,131.77,126.26,40,346.45,136.53,43.56,89.53,265.38,82.23,333.86,889.32,27.8,47.87,47.87,17.92,21.26,603.61,80.3,270.03,7.58,277.29,874.97,0,143,0,13.44,97.98,4,566.41,597.87
