,Day_Type,Date,Building,Type
0,-2,1/1/2018,B101,-1
1,-2,1/2/2018,B101,-1
2,3,1/3/2018,B101,-1
3,4,1/4/2018,B101,-1
4,5,1/5/2018,B101,-1
5,-1,1/6/2018,B101,-1
6,-1,1/7/2018,B101,-1
7,1,1/8/2018,B101,-1
8,2,1/9/2018,B101,-1
9,3,1/10/2018,B101,-1
10,4,1/11/2018,B101,-1
11,5,1/12/2018,B101,-1
12,-1,1/13/2018,B101,-1
13,-1,1/14/2018,B101,-1
14,-2,1/15/2018,B101,-1
15,2,1/16/2018,B101,-1
16,3,1/17/2018,B101,-1
17,4,1/18/2018,B101,-1
18,5,1/19/2018,B101,-1
19,-1,1/20/2018,B101,-1
20,-1,1/21/2018,B101,-1
21,1,1/22/2018,B101,-1
22,2,1/23/2018,B101,-1
23,3,1/24/2018,B101,-1
24,4,1/25/2018,B101,-1
25,5,1/26/2018,B101,-1
26,-1,1/27/2018,B101,-1
27,-1,1/28/2018,B101,-1
28,1,1/29/2018,B101,-1
29,2,1/30/2018,B101,-1
30,4,2/1/2018,B101,-1
31,5,2/2/2018,B101,-1
32,-1,2/3/2018,B101,-1
33,-1,2/4/2018,B101,-1
34,1,2/5/2018,B101,-1
35,2,2/6/2018,B101,-1
36,3,2/7/2018,B101,-1
37,4,2/8/2018,B101,-1
38,5,2/9/2018,B101,-1
39,-1,2/10/2018,B101,-1
40,-1,2/11/2018,B101,-1
41,1,2/12/2018,B101,-1
42,2,2/13/2018,B101,-1
43,3,2/14/2018,B101,-1
44,4,2/15/2018,B101,-1
45,5,2/16/2018,B101,-1
46,-1,2/17/2018,B101,-1
47,-1,2/18/2018,B101,-1
48,1,2/19/2018,B101,-1
49,2,2/20/2018,B101,-1
50,3,2/21/2018,B101,-1
51,4,2/22/2018,B101,-1
52,5,2/23/2018,B101,-1
53,-1,2/24/2018,B101,-1
54,-1,2/25/2018,B101,-1
55,1,2/26/2018,B101,-1
56,2,2/27/2018,B101,-1
57,4,3/1/2018,B101,-1
58,5,3/2/2018,B101,-1
59,-1,3/3/2018,B101,-1
60,-1,3/4/2018,B101,-1
61,1,3/5/2018,B101,-1
62,2,3/6/2018,B101,-1
63,3,3/7/2018,B101,-1
64,4,3/8/2018,B101,-1
65,5,3/9/2018,B101,-1
66,-1,3/10/2018,B101,-1
67,-1,3/10/2018,B101,-1
68,1,3/12/2018,B101,-1
69,2,3/13/2018,B101,-1
70,3,3/14/2018,B101,-1
71,4,3/15/2018,B101,-1
72,5,3/16/2018,B101,-1
73,-1,3/17/2018,B101,-1
74,-1,3/18/2018,B101,-1
75,-2,3/19/2018,B101,-1
76,-2,3/20/2018,B101,-1
77,-2,3/21/2018,B101,-1
78,-2,3/22/2018,B101,-1
79,-2,3/23/2018,B101,-1
80,-1,3/24/2018,B101,-1
81,-1,3/25/2018,B101,-1
82,1,3/26/2018,B101,-1
83,2,3/27/2018,B101,-1
84,3,3/28/2018,B101,-1
85,4,3/29/2018,B101,-1
86,5,3/30/2018,B101,-1
87,-1,4/1/2018,B101,-1
88,1,4/2/2018,B101,-1
89,2,4/3/2018,B101,-1
90,3,4/4/2018,B101,-1
91,4,4/5/2018,B101,-1
92,5,4/6/2018,B101,-1
93,-1,4/7/2018,B101,-1
94,-1,4/8/2018,B101,-1
95,1,4/9/2018,B101,-1
96,2,4/10/2018,B101,-1
97,3,4/11/2018,B101,-1
98,4,4/12/2018,B101,-1
99,5,4/13/2018,B101,-1
100,-1,4/14/2018,B101,-1
101,-1,4/15/2018,B101,-1
102,1,4/16/2018,B101,-1
103,2,4/17/2018,B101,-1
104,3,4/18/2018,B101,-1
105,4,4/19/2018,B101,-1
106,5,4/20/2018,B101,-1
107,-1,4/21/2018,B101,-1
108,-1,4/22/2018,B101,-1
109,1,4/23/2018,B101,-1
110,2,4/24/2018,B101,-1
111,3,4/25/2018,B101,-1
112,4,4/26/2018,B101,-1
113,5,4/27/2018,B101,-1
114,-1,4/28/2018,B101,-1
115,-1,4/29/2018,B101,-1
116,2,5/1/2018,B101,-1
117,3,5/2/2018,B101,-1
118,4,5/3/2018,B101,-1
119,5,5/4/2018,B101,-1
120,-1,5/5/2018,B101,-1
121,-1,5/6/2018,B101,-1
122,1,5/7/2018,B101,-1
123,2,5/8/2018,B101,-1
124,3,5/9/2018,B101,-1
125,4,5/10/2018,B101,-1
126,5,5/11/2018,B101,-1
127,-1,5/12/2018,B101,-1
128,-1,5/13/2018,B101,-1
129,1,5/14/2018,B101,-1
130,2,5/15/2018,B101,-1
131,3,5/16/2018,B101,-1
132,4,5/17/2018,B101,-1
133,5,5/18/2018,B101,-1
134,-1,5/19/2018,B101,-1
135,-1,5/20/2018,B101,-1
136,1,5/21/2018,B101,-1
137,2,5/22/2018,B101,-1
138,3,5/23/2018,B101,-1
139,4,5/24/2018,B101,-1
140,5,5/25/2018,B101,-1
141,-1,5/26/2018,B101,-1
142,-1,5/27/2018,B101,-1
143,-2,5/28/2018,B101,-1
144,2,5/29/2018,B101,-1
145,3,5/30/2018,B101,-1
146,5,6/1/2018,B101,-1
147,-1,6/2/2018,B101,-1
148,-1,6/3/2018,B101,-1
149,1,6/4/2018,B101,-1
150,2,6/5/2018,B101,-1
151,3,6/6/2018,B101,-1
152,4,6/7/2018,B101,-1
153,5,6/8/2018,B101,-1
154,-1,6/9/2018,B101,-1
155,-1,6/10/2018,B101,-1
156,1,6/11/2018,B101,-1
157,2,6/12/2018,B101,-1
158,3,6/13/2018,B101,-1
159,4,6/14/2018,B101,-1
160,5,6/15/2018,B101,-1
161,-1,6/16/2018,B101,-1
162,-1,6/17/2018,B101,-1
163,1,6/18/2018,B101,-1
164,2,6/19/2018,B101,-1
165,3,6/20/2018,B101,-1
166,4,6/21/2018,B101,-1
167,5,6/22/2018,B101,-1
168,-1,6/23/2018,B101,-1
169,-1,6/24/2018,B101,-1
170,1,6/25/2018,B101,-1
171,2,6/26/2018,B101,-1
172,3,6/27/2018,B101,-1
173,4,6/28/2018,B101,-1
174,5,6/29/2018,B101,-1
175,-1,6/30/2018,B101,-1
176,-1,7/1/2018,B101,-1
177,1,7/2/2018,B101,-1
178,-2,7/3/2018,B101,-1
179,-2,7/4/2018,B101,-1
180,4,7/5/2018,B101,-1
181,5,7/6/2018,B101,-1
182,-1,7/7/2018,B101,-1
183,-1,7/8/2018,B101,-1
184,1,7/9/2018,B101,-1
185,2,7/10/2018,B101,-1
186,3,7/11/2018,B101,-1
187,4,7/12/2018,B101,-1
188,5,7/13/2018,B101,-1
189,-1,7/14/2018,B101,-1
190,-1,7/15/2018,B101,-1
191,1,7/16/2018,B101,-1
192,2,7/17/2018,B101,-1
193,3,7/18/2018,B101,-1
194,4,7/19/2018,B101,-1
195,5,7/20/2018,B101,-1
196,-1,7/21/2018,B101,-1
197,-1,7/22/2018,B101,-1
198,1,7/23/2018,B101,-1
199,2,7/24/2018,B101,-1
200,3,7/25/2018,B101,-1
201,4,7/26/2018,B101,-1
202,5,7/27/2018,B101,-1
203,-1,7/28/2018,B101,-1
204,-1,7/29/2018,B101,-1
205,1,7/30/2018,B101,-1
206,2,7/31/2018,B101,-1
207,3,8/1/2018,B101,-1
208,4,8/2/2018,B101,-1
209,5,8/3/2018,B101,-1
210,-1,8/4/2018,B101,-1
211,-1,8/5/2018,B101,-1
212,1,8/6/2018,B101,-1
213,2,8/7/2018,B101,-1
214,3,8/8/2018,B101,-1
215,4,8/9/2018,B101,-1
216,5,8/10/2018,B101,-1
217,-1,8/11/2018,B101,-1
218,-1,8/12/2018,B101,-1
219,1,8/13/2018,B101,-1
220,2,8/14/2018,B101,-1
221,3,8/15/2018,B101,-1
222,4,8/16/2018,B101,-1
223,5,8/17/2018,B101,-1
224,-1,8/18/2018,B101,-1
225,-1,8/19/2018,B101,-1
226,1,8/20/2018,B101,-1
227,2,8/21/2018,B101,-1
228,3,8/22/2018,B101,-1
229,4,8/23/2018,B101,-1
230,5,8/24/2018,B101,-1
231,-1,8/25/2018,B101,-1
232,-1,8/26/2018,B101,-1
233,1,8/27/2018,B101,-1
234,2,8/28/2018,B101,-1
235,3,8/29/2018,B101,-1
236,4,8/30/2018,B101,-1
237,-2,1/1/2018,B103,0
238,-2,1/2/2018,B103,0
239,3,1/3/2018,B103,0
240,4,1/4/2018,B103,0
241,5,1/5/2018,B103,0
242,-1,1/6/2018,B103,0
243,-1,1/7/2018,B103,0
244,1,1/8/2018,B103,0
245,2,1/9/2018,B103,0
246,3,1/10/2018,B103,0
247,4,1/11/2018,B103,0
248,5,1/12/2018,B103,0
249,-1,1/13/2018,B103,0
250,-1,1/14/2018,B103,0
251,-2,1/15/2018,B103,0
252,2,1/16/2018,B103,0
253,3,1/17/2018,B103,0
254,4,1/18/2018,B103,0
255,5,1/19/2018,B103,0
256,-1,1/20/2018,B103,0
257,-1,1/21/2018,B103,0
258,1,1/22/2018,B103,0
259,2,1/23/2018,B103,0
260,3,1/24/2018,B103,0
261,4,1/25/2018,B103,0
262,5,1/26/2018,B103,0
263,-1,1/27/2018,B103,0
264,-1,1/28/2018,B103,0
265,1,1/29/2018,B103,0
266,2,1/30/2018,B103,0
267,4,2/1/2018,B103,0
268,5,2/2/2018,B103,0
269,-1,2/3/2018,B103,0
270,-1,2/4/2018,B103,0
271,1,2/5/2018,B103,0
272,2,2/6/2018,B103,0
273,3,2/7/2018,B103,0
274,4,2/8/2018,B103,0
275,5,2/9/2018,B103,0
276,-1,2/10/2018,B103,0
277,-1,2/11/2018,B103,0
278,1,2/12/2018,B103,0
279,2,2/13/2018,B103,0
280,3,2/14/2018,B103,0
281,4,2/15/2018,B103,0
282,5,2/16/2018,B103,0
283,-1,2/17/2018,B103,0
284,-1,2/18/2018,B103,0
285,1,2/19/2018,B103,0
286,2,2/20/2018,B103,0
287,3,2/21/2018,B103,0
288,4,2/22/2018,B103,0
289,5,2/23/2018,B103,0
290,-1,2/24/2018,B103,0
291,-1,2/25/2018,B103,0
292,1,2/26/2018,B103,0
293,2,2/27/2018,B103,0
294,4,3/1/2018,B103,0
295,5,3/2/2018,B103,0
296,-1,3/3/2018,B103,0
297,-1,3/4/2018,B103,0
298,1,3/5/2018,B103,0
299,2,3/6/2018,B103,0
300,3,3/7/2018,B103,0
301,4,3/8/2018,B103,0
302,5,3/9/2018,B103,0
303,-1,3/10/2018,B103,0
304,-1,3/10/2018,B103,0
305,1,3/12/2018,B103,0
306,2,3/13/2018,B103,0
307,3,3/14/2018,B103,0
308,4,3/15/2018,B103,0
309,5,3/16/2018,B103,0
310,-1,3/17/2018,B103,0
311,-1,3/18/2018,B103,0
312,-2,3/19/2018,B103,0
313,-2,3/20/2018,B103,0
314,-2,3/21/2018,B103,0
315,-2,3/22/2018,B103,0
316,-2,3/23/2018,B103,0
317,-1,3/24/2018,B103,0
318,-1,3/25/2018,B103,0
319,1,3/26/2018,B103,0
320,2,3/27/2018,B103,0
321,3,3/28/2018,B103,0
322,4,3/29/2018,B103,0
323,5,3/30/2018,B103,0
324,-1,4/1/2018,B103,0
325,1,4/2/2018,B103,0
326,2,4/3/2018,B103,0
327,3,4/4/2018,B103,0
328,4,4/5/2018,B103,0
329,5,4/6/2018,B103,0
330,-1,4/7/2018,B103,0
331,-1,4/8/2018,B103,0
332,1,4/9/2018,B103,0
333,2,4/10/2018,B103,0
334,3,4/11/2018,B103,0
335,4,4/12/2018,B103,0
336,5,4/13/2018,B103,0
337,-1,4/14/2018,B103,0
338,-1,4/15/2018,B103,0
339,1,4/16/2018,B103,0
340,2,4/17/2018,B103,0
341,3,4/18/2018,B103,0
342,4,4/19/2018,B103,0
343,5,4/20/2018,B103,0
344,-1,4/21/2018,B103,0
345,-1,4/22/2018,B103,0
346,1,4/23/2018,B103,0
347,2,4/24/2018,B103,0
348,3,4/25/2018,B103,0
349,4,4/26/2018,B103,0
350,5,4/27/2018,B103,0
351,-1,4/28/2018,B103,0
352,-1,4/29/2018,B103,0
353,2,5/1/2018,B103,0
354,3,5/2/2018,B103,0
355,4,5/3/2018,B103,0
356,5,5/4/2018,B103,0
357,-1,5/5/2018,B103,0
358,-1,5/6/2018,B103,0
359,1,5/7/2018,B103,0
360,2,5/8/2018,B103,0
361,3,5/9/2018,B103,0
362,4,5/10/2018,B103,0
363,5,5/11/2018,B103,0
364,-1,5/12/2018,B103,0
365,-1,5/13/2018,B103,0
366,1,5/14/2018,B103,0
367,2,5/15/2018,B103,0
368,3,5/16/2018,B103,0
369,4,5/17/2018,B103,0
370,5,5/18/2018,B103,0
371,-1,5/19/2018,B103,0
372,-1,5/20/2018,B103,0
373,1,5/21/2018,B103,0
374,2,5/22/2018,B103,0
375,3,5/23/2018,B103,0
376,4,5/24/2018,B103,0
377,5,5/25/2018,B103,0
378,-1,5/26/2018,B103,0
379,-1,5/27/2018,B103,0
380,-2,5/28/2018,B103,0
381,2,5/29/2018,B103,1
382,3,5/30/2018,B103,0
383,5,6/1/2018,B103,0
384,-1,6/2/2018,B103,0
385,-1,6/3/2018,B103,0
386,1,6/4/2018,B103,0
387,2,6/5/2018,B103,0
388,3,6/6/2018,B103,0
389,4,6/7/2018,B103,0
390,5,6/8/2018,B103,0
391,-1,6/9/2018,B103,0
392,-1,6/10/2018,B103,0
393,1,6/11/2018,B103,0
394,2,6/12/2018,B103,0
395,3,6/13/2018,B103,0
396,4,6/14/2018,B103,0
397,5,6/15/2018,B103,0
398,-1,6/16/2018,B103,0
399,-1,6/17/2018,B103,0
400,1,6/18/2018,B103,0
401,2,6/19/2018,B103,0
402,3,6/20/2018,B103,0
403,4,6/21/2018,B103,0
404,5,6/22/2018,B103,0
405,-1,6/23/2018,B103,0
406,-1,6/24/2018,B103,0
407,1,6/25/2018,B103,0
408,2,6/26/2018,B103,0
409,3,6/27/2018,B103,0
410,4,6/28/2018,B103,0
411,5,6/29/2018,B103,0
412,-1,6/30/2018,B103,0
413,-1,7/1/2018,B103,0
414,1,7/2/2018,B103,0
415,-2,7/3/2018,B103,0
416,-2,7/4/2018,B103,0
417,4,7/5/2018,B103,0
418,5,7/6/2018,B103,0
419,-1,7/7/2018,B103,0
420,-1,7/8/2018,B103,0
421,1,7/9/2018,B103,0
422,2,7/10/2018,B103,0
423,3,7/11/2018,B103,0
424,4,7/12/2018,B103,0
425,5,7/13/2018,B103,0
426,-1,7/14/2018,B103,0
427,-1,7/15/2018,B103,0
428,1,7/16/2018,B103,0
429,2,7/17/2018,B103,0
430,3,7/18/2018,B103,0
431,4,7/19/2018,B103,0
432,5,7/20/2018,B103,0
433,-1,7/21/2018,B103,0
434,-1,7/22/2018,B103,0
435,1,7/23/2018,B103,0
436,2,7/24/2018,B103,0
437,3,7/25/2018,B103,0
438,4,7/26/2018,B103,0
439,5,7/27/2018,B103,0
440,-1,7/28/2018,B103,0
441,-1,7/29/2018,B103,0
442,1,7/30/2018,B103,0
443,2,7/31/2018,B103,0
444,3,8/1/2018,B103,0
445,4,8/2/2018,B103,0
446,5,8/3/2018,B103,0
447,-1,8/4/2018,B103,0
448,-1,8/5/2018,B103,0
449,1,8/6/2018,B103,0
450,2,8/7/2018,B103,0
451,3,8/8/2018,B103,0
452,4,8/9/2018,B103,0
453,5,8/10/2018,B103,0
454,-1,8/11/2018,B103,0
455,-1,8/12/2018,B103,0
456,1,8/13/2018,B103,0
457,2,8/14/2018,B103,0
458,3,8/15/2018,B103,0
459,4,8/16/2018,B103,0
460,5,8/17/2018,B103,0
461,-1,8/18/2018,B103,0
462,-1,8/19/2018,B103,0
463,1,8/20/2018,B103,0
464,2,8/21/2018,B103,0
465,3,8/22/2018,B103,0
466,4,8/23/2018,B103,0
467,5,8/24/2018,B103,0
468,-1,8/25/2018,B103,0
469,-1,8/26/2018,B103,0
470,1,8/27/2018,B103,0
471,2,8/28/2018,B103,0
472,3,8/29/2018,B103,0
473,4,8/30/2018,B103,0
474,-2,1/1/2018,B104,0
475,-2,1/2/2018,B104,1
476,3,1/3/2018,B104,1
477,4,1/4/2018,B104,1
478,5,1/5/2018,B104,1
479,-1,1/6/2018,B104,0
480,-1,1/7/2018,B104,0
481,1,1/8/2018,B104,0
482,2,1/9/2018,B104,1
483,3,1/10/2018,B104,1
484,4,1/11/2018,B104,1
485,5,1/12/2018,B104,1
486,-1,1/13/2018,B104,0
487,-1,1/14/2018,B104,0
488,-2,1/15/2018,B104,0
489,2,1/16/2018,B104,1
490,3,1/17/2018,B104,0
491,4,1/18/2018,B104,1
492,5,1/19/2018,B104,1
493,-1,1/20/2018,B104,0
494,-1,1/21/2018,B104,0
495,1,1/22/2018,B104,1
496,2,1/23/2018,B104,1
497,3,1/24/2018,B104,1
498,4,1/25/2018,B104,1
499,5,1/26/2018,B104,1
500,-1,1/27/2018,B104,0
501,-1,1/28/2018,B104,0
502,1,1/29/2018,B104,1
503,2,1/30/2018,B104,1
504,4,2/1/2018,B104,1
505,5,2/2/2018,B104,1
506,-1,2/3/2018,B104,0
507,-1,2/4/2018,B104,0
508,1,2/5/2018,B104,1
509,2,2/6/2018,B104,1
510,3,2/7/2018,B104,1
511,4,2/8/2018,B104,1
512,5,2/9/2018,B104,1
513,-1,2/10/2018,B104,0
514,-1,2/11/2018,B104,0
515,1,2/12/2018,B104,1
516,2,2/13/2018,B104,1
517,3,2/14/2018,B104,1
518,4,2/15/2018,B104,1
519,5,2/16/2018,B104,1
520,-1,2/17/2018,B104,0
521,-1,2/18/2018,B104,0
522,1,2/19/2018,B104,1
523,2,2/20/2018,B104,1
524,3,2/21/2018,B104,1
525,4,2/22/2018,B104,1
526,5,2/23/2018,B104,1
527,-1,2/24/2018,B104,0
528,-1,2/25/2018,B104,0
529,1,2/26/2018,B104,1
530,2,2/27/2018,B104,1
531,4,3/1/2018,B104,1
532,5,3/2/2018,B104,1
533,-1,3/3/2018,B104,0
534,-1,3/4/2018,B104,0
535,1,3/5/2018,B104,1
536,2,3/6/2018,B104,1
537,3,3/7/2018,B104,1
538,4,3/8/2018,B104,1
539,5,3/9/2018,B104,1
540,-1,3/10/2018,B104,0
541,-1,3/10/2018,B104,0
542,1,3/12/2018,B104,1
543,2,3/13/2018,B104,1
544,3,3/14/2018,B104,1
545,4,3/15/2018,B104,1
546,5,3/16/2018,B104,1
547,-1,3/17/2018,B104,0
548,-1,3/18/2018,B104,0
549,-2,3/19/2018,B104,1
550,-2,3/20/2018,B104,1
551,-2,3/21/2018,B104,1
552,-2,3/22/2018,B104,1
553,-2,3/23/2018,B104,1
554,-1,3/24/2018,B104,0
555,-1,3/25/2018,B104,0
556,1,3/26/2018,B104,1
557,2,3/27/2018,B104,1
558,3,3/28/2018,B104,1
559,4,3/29/2018,B104,1
560,5,3/30/2018,B104,1
561,-1,4/1/2018,B104,0
562,1,4/2/2018,B104,1
563,2,4/3/2018,B104,1
564,3,4/4/2018,B104,1
565,4,4/5/2018,B104,1
566,5,4/6/2018,B104,1
567,-1,4/7/2018,B104,0
568,-1,4/8/2018,B104,0
569,1,4/9/2018,B104,1
570,2,4/10/2018,B104,1
571,3,4/11/2018,B104,1
572,4,4/12/2018,B104,1
573,5,4/13/2018,B104,1
574,-1,4/14/2018,B104,0
575,-1,4/15/2018,B104,0
576,1,4/16/2018,B104,1
577,2,4/17/2018,B104,1
578,3,4/18/2018,B104,1
579,4,4/19/2018,B104,1
580,5,4/20/2018,B104,1
581,-1,4/21/2018,B104,0
582,-1,4/22/2018,B104,0
583,1,4/23/2018,B104,1
584,2,4/24/2018,B104,1
585,3,4/25/2018,B104,1
586,4,4/26/2018,B104,1
587,5,4/27/2018,B104,1
588,-1,4/28/2018,B104,0
589,-1,4/29/2018,B104,0
590,2,5/1/2018,B104,1
591,3,5/2/2018,B104,1
592,4,5/3/2018,B104,1
593,5,5/4/2018,B104,1
594,-1,5/5/2018,B104,0
595,-1,5/6/2018,B104,0
596,1,5/7/2018,B104,1
597,2,5/8/2018,B104,1
598,3,5/9/2018,B104,1
599,4,5/10/2018,B104,1
600,5,5/11/2018,B104,1
601,-1,5/12/2018,B104,0
602,-1,5/13/2018,B104,0
603,1,5/14/2018,B104,1
604,2,5/15/2018,B104,1
605,3,5/16/2018,B104,1
606,4,5/17/2018,B104,1
607,5,5/18/2018,B104,1
608,-1,5/19/2018,B104,0
609,-1,5/20/2018,B104,0
610,1,5/21/2018,B104,1
611,2,5/22/2018,B104,1
612,3,5/23/2018,B104,1
613,4,5/24/2018,B104,1
614,5,5/25/2018,B104,1
615,-1,5/26/2018,B104,0
616,-1,5/27/2018,B104,0
617,-2,5/28/2018,B104,0
618,2,5/29/2018,B104,1
619,3,5/30/2018,B104,1
620,5,6/1/2018,B104,1
621,-1,6/2/2018,B104,0
622,-1,6/3/2018,B104,0
623,1,6/4/2018,B104,1
624,2,6/5/2018,B104,1
625,3,6/6/2018,B104,1
626,4,6/7/2018,B104,1
627,5,6/8/2018,B104,1
628,-1,6/9/2018,B104,0
629,-1,6/10/2018,B104,0
630,1,6/11/2018,B104,1
631,2,6/12/2018,B104,1
632,3,6/13/2018,B104,1
633,4,6/14/2018,B104,1
634,5,6/15/2018,B104,1
635,-1,6/16/2018,B104,0
636,-1,6/17/2018,B104,0
637,1,6/18/2018,B104,1
638,2,6/19/2018,B104,1
639,3,6/20/2018,B104,1
640,4,6/21/2018,B104,1
641,5,6/22/2018,B104,1
642,-1,6/23/2018,B104,0
643,-1,6/24/2018,B104,0
644,1,6/25/2018,B104,1
645,2,6/26/2018,B104,1
646,3,6/27/2018,B104,1
647,4,6/28/2018,B104,1
648,5,6/29/2018,B104,1
649,-1,6/30/2018,B104,0
650,-1,7/1/2018,B104,0
651,1,7/2/2018,B104,1
652,-2,7/3/2018,B104,1
653,-2,7/4/2018,B104,0
654,4,7/5/2018,B104,1
655,5,7/6/2018,B104,1
656,-1,7/7/2018,B104,0
657,-1,7/8/2018,B104,0
658,1,7/9/2018,B104,1
659,2,7/10/2018,B104,1
660,3,7/11/2018,B104,1
661,4,7/12/2018,B104,1
662,5,7/13/2018,B104,1
663,-1,7/14/2018,B104,0
664,-1,7/15/2018,B104,0
665,1,7/16/2018,B104,1
666,2,7/17/2018,B104,1
667,3,7/18/2018,B104,1
668,4,7/19/2018,B104,1
669,5,7/20/2018,B104,1
670,-1,7/21/2018,B104,0
671,-1,7/22/2018,B104,0
672,1,7/23/2018,B104,1
673,2,7/24/2018,B104,1
674,3,7/25/2018,B104,1
675,4,7/26/2018,B104,1
676,5,7/27/2018,B104,1
677,-1,7/28/2018,B104,0
678,-1,7/29/2018,B104,0
679,1,7/30/2018,B104,1
680,2,7/31/2018,B104,1
681,3,8/1/2018,B104,1
682,4,8/2/2018,B104,1
683,5,8/3/2018,B104,1
684,-1,8/4/2018,B104,0
685,-1,8/5/2018,B104,0
686,1,8/6/2018,B104,1
687,2,8/7/2018,B104,1
688,3,8/8/2018,B104,1
689,4,8/9/2018,B104,1
690,5,8/10/2018,B104,1
691,-1,8/11/2018,B104,0
692,-1,8/12/2018,B104,0
693,1,8/13/2018,B104,1
694,2,8/14/2018,B104,1
695,3,8/15/2018,B104,1
696,4,8/16/2018,B104,1
697,5,8/17/2018,B104,1
698,-1,8/18/2018,B104,0
699,-1,8/19/2018,B104,0
700,1,8/20/2018,B104,1
701,2,8/21/2018,B104,1
702,3,8/22/2018,B104,1
703,4,8/23/2018,B104,1
704,5,8/24/2018,B104,1
705,-1,8/25/2018,B104,0
706,-1,8/26/2018,B104,0
707,1,8/27/2018,B104,1
708,2,8/28/2018,B104,1
709,3,8/29/2018,B104,1
710,4,8/30/2018,B104,1
711,-2,1/1/2018,B107,-1
712,-2,1/2/2018,B107,-1
713,3,1/3/2018,B107,-1
714,4,1/4/2018,B107,-1
715,5,1/5/2018,B107,-1
716,-1,1/6/2018,B107,-1
717,-1,1/7/2018,B107,-1
718,1,1/8/2018,B107,-1
719,2,1/9/2018,B107,-1
720,3,1/10/2018,B107,-1
721,4,1/11/2018,B107,-1
722,5,1/12/2018,B107,-1
723,-1,1/13/2018,B107,-1
724,-1,1/14/2018,B107,-1
725,-2,1/15/2018,B107,-1
726,2,1/16/2018,B107,-1
727,3,1/17/2018,B107,-1
728,4,1/18/2018,B107,-1
729,5,1/19/2018,B107,-1
730,-1,1/20/2018,B107,-1
731,-1,1/21/2018,B107,-1
732,1,1/22/2018,B107,-1
733,2,1/23/2018,B107,-1
734,3,1/24/2018,B107,-1
735,4,1/25/2018,B107,-1
736,5,1/26/2018,B107,-1
737,-1,1/27/2018,B107,-1
738,-1,1/28/2018,B107,-1
739,1,1/29/2018,B107,-1
740,2,1/30/2018,B107,-1
741,4,2/1/2018,B107,-1
742,5,2/2/2018,B107,-1
743,-1,2/3/2018,B107,-1
744,-1,2/4/2018,B107,-1
745,1,2/5/2018,B107,-1
746,2,2/6/2018,B107,-1
747,3,2/7/2018,B107,-1
748,4,2/8/2018,B107,-1
749,5,2/9/2018,B107,-1
750,-1,2/10/2018,B107,-1
751,-1,2/11/2018,B107,-1
752,1,2/12/2018,B107,-1
753,2,2/13/2018,B107,-1
754,3,2/14/2018,B107,-1
755,4,2/15/2018,B107,-1
756,5,2/16/2018,B107,-1
757,-1,2/17/2018,B107,-1
758,-1,2/18/2018,B107,-1
759,1,2/19/2018,B107,-1
760,2,2/20/2018,B107,-1
761,3,2/21/2018,B107,-1
762,4,2/22/2018,B107,-1
763,5,2/23/2018,B107,-1
764,-1,2/24/2018,B107,-1
765,-1,2/25/2018,B107,-1
766,1,2/26/2018,B107,-1
767,2,2/27/2018,B107,-1
768,4,3/1/2018,B107,-1
769,5,3/2/2018,B107,-1
770,-1,3/3/2018,B107,-1
771,-1,3/4/2018,B107,-1
772,1,3/5/2018,B107,-1
773,2,3/6/2018,B107,-1
774,3,3/7/2018,B107,-1
775,4,3/8/2018,B107,-1
776,5,3/9/2018,B107,-1
777,-1,3/10/2018,B107,-1
778,-1,3/10/2018,B107,-1
779,1,3/12/2018,B107,-1
780,2,3/13/2018,B107,-1
781,3,3/14/2018,B107,-1
782,4,3/15/2018,B107,-1
783,5,3/16/2018,B107,-1
784,-1,3/17/2018,B107,-1
785,-1,3/18/2018,B107,-1
786,-2,3/19/2018,B107,-1
787,-2,3/20/2018,B107,-1
788,-2,3/21/2018,B107,-1
789,-2,3/22/2018,B107,-1
790,-2,3/23/2018,B107,-1
791,-1,3/24/2018,B107,-1
792,-1,3/25/2018,B107,-1
793,1,3/26/2018,B107,-1
794,2,3/27/2018,B107,-1
795,3,3/28/2018,B107,-1
796,4,3/29/2018,B107,-1
797,5,3/30/2018,B107,-1
798,-1,4/1/2018,B107,-1
799,1,4/2/2018,B107,-1
800,2,4/3/2018,B107,-1
801,3,4/4/2018,B107,-1
802,4,4/5/2018,B107,-1
803,5,4/6/2018,B107,-1
804,-1,4/7/2018,B107,-1
805,-1,4/8/2018,B107,-1
806,1,4/9/2018,B107,-1
807,2,4/10/2018,B107,-1
808,3,4/11/2018,B107,-1
809,4,4/12/2018,B107,-1
810,5,4/13/2018,B107,-1
811,-1,4/14/2018,B107,-1
812,-1,4/15/2018,B107,-1
813,1,4/16/2018,B107,-1
814,2,4/17/2018,B107,-1
815,3,4/18/2018,B107,-1
816,4,4/19/2018,B107,-1
817,5,4/20/2018,B107,-1
818,-1,4/21/2018,B107,-1
819,-1,4/22/2018,B107,-1
820,1,4/23/2018,B107,-1
821,2,4/24/2018,B107,-1
822,3,4/25/2018,B107,-1
823,4,4/26/2018,B107,-1
824,5,4/27/2018,B107,-1
825,-1,4/28/2018,B107,-1
826,-1,4/29/2018,B107,-1
827,2,5/1/2018,B107,-1
828,3,5/2/2018,B107,-1
829,4,5/3/2018,B107,-1
830,5,5/4/2018,B107,-1
831,-1,5/5/2018,B107,-1
832,-1,5/6/2018,B107,-1
833,1,5/7/2018,B107,-1
